Date,Open,High,Low,Close,Adj Close,Volume
2025-04-09,109.82873906062649,110.62971822490567,109.0277598963473,109.82873906062649,109.82873906062649,1861236
2025-04-10,109.82873906062649,110.29804374735306,109.15062975684026,109.61993444356683,109.61993444356683,1879102
2025-04-11,109.61993444356683,109.95087937013622,109.16126277788774,109.49220770445713,109.49220770445713,2659030
2025-04-14,109.49220770445713,111.05084093722222,108.8757809463739,110.43441417913898,109.3300700373476,2530910
2025-04-15,110.43441417913898,111.31597679383134,109.40269447240566,110.28425708709801,108.07857194535605,2640010
2025-04-16,110.28425708709801,110.72598124757411,107.90169837048798,108.34342253096408,106.17655408034479,1446513
2025-04-17,108.34342253096408,109.1780884927653,107.95865728778237,108.7933232495836,105.52952355209608,1520836
2025-04-18,108.7933232495836,109.17836563890033,108.07878233903112,108.46382472834786,105.20990998649742,1422711
2025-04-21,108.46382472834786,109.3239837193766,107.34038798512887,108.20054697615761,104.95453056687288,2303240
2025-04-22,108.20054697615761,108.93203710922599,107.63727472419977,108.36876485726815,105.1177019115501,2686696
2025-04-23,108.36876485726815,109.32695869856174,107.73038424844628,108.68857808973988,105.42792074704768,1756538
2025-04-24,108.68857808973988,110.88608126251704,108.03366262187662,110.23116579465378,105.82191916286762,2594402
2025-04-25,110.23116579465378,111.93780869943402,109.41276127172978,111.11940417651002,106.6746280094496,1466557
2025-04-28,111.11940417651002,112.2031141717079,110.20128699840416,111.28499699360204,106.83359711385795,2635900
2025-04-29,111.28499699360204,111.84472488631832,109.76455339081149,110.32428128352777,105.91131003218665,1561780
2025-04-30,110.32428128352777,111.41095371845374,107.92403838753646,109.01071082246243,104.65028238956393,2196160
2025-05-01,109.01071082246243,110.17721593447442,108.18429335316586,109.35079846517785,104.97676652657073,2687884
2025-05-02,109.35079846517785,111.69836743809562,108.75120706003904,111.0987760329568,105.54383723130896,1592726
2025-05-05,111.0987760329568,111.69541150145926,110.57605183017746,111.17268729867992,105.61405293374592,2627736
2025-05-06,111.17268729867992,111.5579988203402,110.66447543277626,111.04978695443654,104.38679973717035,2001392
2025-05-07,111.04978695443654,112.87473840426077,109.95250104419031,111.77745249401454,105.07080534437367,1466043
2025-05-08,111.77745249401454,112.49165695527066,109.15372789483428,109.86793235609039,103.27585641472497,2582993
2025-05-09,109.86793235609039,110.73648463537515,108.6077260602216,109.47627833950635,101.8129388557409,1520352
2025-05-12,109.47627833950635,110.79479877966556,108.82050613416803,110.13902657432723,102.42929471412432,2120188
2025-05-13,110.13902657432723,111.70258855729979,109.75138923631093,111.31495121928349,103.52290463393363,2117383
2025-05-14,111.31495121928349,112.1396309597712,110.18861689572925,111.01329663621696,103.24236587168177,2751717
2025-05-15,111.01329663621696,112.23296128700355,110.31371649116075,111.53338114194733,103.726044462011,2551314
2025-05-16,111.53338114194733,112.76544356626277,110.65178230803994,111.88384473235539,102.93313715376696,1645922
2025-05-19,111.88384473235539,114.03189366075506,110.80715023863598,112.95519916703566,103.91878323367281,2313259
