Date,Open,High,Low,Close,Adj Close,Volume
2025-04-09,129.76424346175875,130.5117292577072,129.0167576658103,129.76424346175875,129.76424346175875,1327220
2025-04-10,129.76424346175875,130.9559411019328,128.285504395446,129.47720203562005,129.47720203562005,1614281
2025-04-11,129.47720203562005,130.30610260060013,128.47220973935202,129.3011103043321,129.3011103043321,1655416
2025-04-14,129.3011103043321,131.20611007432737,128.68389734558818,130.58889711558345,129.2830081444276,1507754
2025-04-15,130.58889711558345,131.80911033769874,129.16167390192098,130.38188712403627,129.0780682527959,2716552
2025-04-16,130.38188712403627,131.55225041169098,126.55701247700632,127.72737576466105,126.45010200701444,1245625
2025-04-17,127.72737576466105,128.97871877861508,127.088960989102,128.34030400305602,127.05690096302546,1845311
2025-04-18,128.34030400305602,128.9900750559639,127.23915959100218,127.88893064391006,126.61004133747096,2432935
2025-04-21,127.88893064391006,129.12637122561748,126.29071128393865,127.52815186564607,126.25287034698961,1630018
2025-04-22,127.52815186564607,129.02920582836649,126.25529132092144,127.75634528364185,126.47878183080543,1804453
2025-04-23,127.75634528364185,129.44794860706008,126.49999254006786,128.1915958634861,126.90967990485123,1323605
2025-04-24,128.1915958634861,131.06487064330005,127.4258987339302,130.29917351374414,128.99618177860668,2153154
2025-04-25,130.29917351374414,131.9492795402299,129.8641180704941,131.51422409697986,128.88393961504025,2508359
2025-04-28,131.51422409697986,133.0386687945016,130.21528683660952,131.73973153413127,129.10493690344865,2253428
2025-04-29,131.73973153413127,132.13913095935746,130.02292256726034,130.42232199248653,127.8138755526368,2538095
2025-04-30,130.42232199248653,131.58207025257718,127.46479756419663,128.62454582428728,126.05205490780153,1320498
2025-05-01,128.62454582428728,130.3522670116024,127.3601560200906,129.0878772074057,125.21524089118354,2641797
2025-05-02,129.0878772074057,132.14955422905172,128.41704246309013,131.47871948473613,126.21957070534668,2056202
2025-05-05,131.47871948473613,132.79071577485132,130.26656077884473,131.57855706895992,126.31541478620153,1493255
2025-05-06,131.57855706895992,132.15972996293695,130.82752647367883,131.40869936765586,126.15235139294961,2321242
2025-05-07,131.40869936765586,132.92740425621176,130.88607977830645,132.40478466686235,127.10859328018786,1613606
2025-05-08,132.40478466686235,133.56849433477092,128.6241517724744,129.78786144038295,124.59634698276763,2273507
2025-05-09,129.78786144038295,130.17659899107838,128.86213596332226,129.25087351401768,124.08083857345697,1537285
2025-05-12,129.25087351401768,130.76157925036904,128.64517356005368,130.15587929640503,124.94964412454883,2163676
2025-05-13,130.15587929640503,132.20291788298266,129.71779852410342,131.76483711068104,125.17659525514698,2435821
2025-05-14,131.76483711068104,132.1975778556898,130.91728720845623,131.35002795346497,124.78252655579172,1637563
2025-05-15,131.35002795346497,133.36380541426274,130.04758192888056,132.06135938967833,125.45829142019441,1284276
2025-05-16,132.06135938967833,133.57932027298557,131.02254712806777,132.540508011375,125.91348261080626,2283483
2025-05-19,132.540508011375,134.58343720615815,131.96675883150914,134.00968802629228,127.30920362497766,2373714
2025-05-20,134.00968802629228,135.0266626188244,130.9650891122577,131.9820637047898,125.3829605195503,1803179
2025-05-21,131.9820637047898,133.51169814405952,131.5200988266173,133.04973326588703,126.39724660259267,1233335
2025-05-22,133.04973326588703,133.68486921584847,129.67476394605325,130.30989989601468,123.79440490121394,2798198
2025-05-23,130.30989989601468,131.12157728000145,124.87450375799406,125.68618114198081,119.40187208488176,1528145
2025-05-26,125.68618114198081,126.7601267142202,123.58221172459031,124.6561572968297,117.17678785901991,1490831
2025-05-27,124.6561572968297,125.65982858359963,122.1027281123848,123.10639939915472,115.72001543520544,1632989
2025-05-28,123.10639939915472,125.36802854911087,122.37108830588565,124.6327174558418,117.15475440849129,2571200
2025-05-29,124.6327174558418,126.79216686567358,123.6487798916548,125.80822930148658,118.25973554339737,1399991
2025-05-30,125.80822930148658,126.72066038647077,122.81063327638307,123.72306436136726,116.29968049968522,1496774
2025-06-02,123.72306436136726,126.01714451270323,122.91322284034959,125.20730299168555,117.6948648121844,1383373
2025-06-03,125.20730299168555,126.34591159720412,122.36412718627523,123.5027357917938,116.09257164428617,1827236
2025-06-04,123.5027357917938,124.26372809749587,122.61663917501883,123.37763148072091,115.97497359187764,2603494
2025-06-05,123.37763148072091,123.77132132487066,122.50477244537137,122.89846228952112,114.29556992925464,1645551
2025-06-06,122.89846228952112,123.67119136713441,122.343142936325,123.11587201393829,114.4977609729626,2350737
2025-06-09,123.11587201393829,125.55992270105511,122.09918618445633,124.54323687157316,115.82521029056304,1504344
2025-06-10,124.54323687157316,126.9169788021225,123.29912911331287,125.67287104386222,116.87577007079186,1683334
